text,label
"Nigerian prince needs your help! Transfer $10000 and receive $1 million!",1
"The system maintenance is scheduled for Saturday night. No downtime expected.",0
"Adult content! Click here for exclusive access! Free trial for 24 hours!",1
"I've submitted the expense report. Let me know if you need any additional information.",0
"Get free government grants! $25000 available! No repayment required! Apply now!",1
"Thanks for the feedback. I'll incorporate your suggestions in the next version.",0
"Your computer warranty has expired! Renew now for only $299! Limited time!",1
"The training materials are available on the shared drive. Feel free to download them.",0
"Congratulations! You're pre-approved for a $100000 credit card! No credit check!",1
"I've updated the spreadsheet with the latest figures. Please review when convenient.",0
"Click here to see who viewed your profile! Find out who's interested in you!",1
"The office will be closed on Monday for the holiday. Have a great weekend!",0
"Make money while you sleep! Automated trading system! 1000% guaranteed returns!",1
"I'll be working remotely tomorrow. Feel free to call me if you need anything.",0
"Free samples! Get premium products delivered to your door! Just pay $49.99 shipping!",1
"Your appointment reminder: Dental checkup on Wednesday at 3 PM.",0
"Get bigger muscles in 7 days! Revolutionary steroid alternative! Order today!",1
"The team building event is next Friday. Please RSVP by end of this week.",0
"You've won the lottery! Claim your $10 million prize! Send ID and bank details!",1
"I've completed the data analysis. The results are very promising.",0
"Eliminate all debt! Call now for free consultation! Government approved program!",1
"Your subscription has been successfully renewed. Thank you for your continued support.",0
"Hot investment opportunity! Triple your money in 30 days! Limited spots!",1
"Let's schedule a meeting next week to discuss the new project requirements.",0
"Your social security number has been suspended! Call immediately to reactivate!",1
"I've prepared the agenda for next week's meeting. Please review and add any items.",0
"Meet beautiful singles tonight! No strings attached! Sign up for free!",1
"Your library books are due next week. You can renew them online.",0
"Shocking! Lose weight by eating ice cream! Doctors can't believe it! Buy now!",1
"I wanted to thank you for your mentorship. I've learned so much from you.",0
"Your Amazon account is on hold! Verify payment information immediately!",1
"The workshop was very informative. Thanks for organizing it.",0
"Earn $500 per hour! Work from anywhere! No experience needed! Start immediately!",1
"Could we push our meeting back by 30 minutes? Something urgent came up.",0
"You've been selected for a free vacation! All expenses paid! Click to accept!",1
"I've attached the photos from last week's team outing. Great memories!",0
"Revolutionary hair growth formula! Regrow hair in 14 days! Money back guarantee!",1
"Your application has been received. We'll contact you within 5 business days.",0
"URGENT: IRS tax warrant issued! Pay $5000 now to avoid arrest! Call immediately!",1
"Thanks for covering my shift yesterday. I owe you one!",0
"Get rich quick with cryptocurrency! Turn $100 into $100000! Don't miss out!",1
"The restaurant reservation is confirmed for Saturday at 7 PM for 4 people.",0
"You have unclaimed inheritance! $2 million waiting! Provide bank account details!",1
"I've finished reading the book you recommended. It was excellent!",0
"Miracle cure for cancer! Natural remedy! Pharmaceutical companies hide this!",1
"Your prescription is ready for pickup at the pharmacy. Available until closing time.",0
"Free money from the government! $50000 grant available! No questions asked!",1
"I'll bring the documents to tomorrow's meeting. Looking forward to it.",0
"Dating site alert! 10 attractive people want to meet you! Click to see profiles!",1
"The project status report is due Friday. Please submit your updates by Thursday.",0
"Urgent loan approval! Bad credit OK! Get $75000 today! No paperwork!",1
"I enjoyed our conversation at the conference. Let's stay in touch!",0
"Your Netflix account has expired! Update payment details to continue service!",1
"The maintenance work on the building will be completed by end of this month.",0
"Shocking discovery! Earn money by doing nothing! Passive income system!",1
"Thanks for the birthday gift! It was very thoughtful of you.",0
"Your email account will be deleted! Verify identity within 24 hours!",1
"I've sent the calendar invite for our quarterly review meeting.",0
"Get free gift cards! $500 Amazon gift card! Complete survey to claim!",1
"Your complaint has been forwarded to the appropriate department for resolution.",0
"Breakthrough anti-aging serum! Look 30 years younger! Limited supply!",1
"The seminar has been rescheduled to next month. New date will be announced soon.",0
"Make money posting on social media! $10000 per month! No followers needed!",1
"I'll review the document over the weekend and get back to you on Monday.",0
"Your Microsoft account is compromised! Download security update immediately!",1
"The conference call went well. I'll send out the action items shortly.",0
"Free laptop! Be one of the first 50 customers! Click here to claim yours!",1
"Your insurance policy renewal is due next month. Please review the updated terms.",0
"Guaranteed job offer! $150000 salary! No interview needed! Apply today!",1
"I've updated my contact information. Please use my new email address going forward.",0
"You're eligible for Social Security benefits! Claim $3000 monthly! Act now!",1
"The event was a huge success. Thanks to everyone who contributed!",0
"Hot stock tip! Guaranteed 500% returns! Buy before market opens! Insider info!",1
"Your transcript request has been processed. It will be mailed within 7-10 days.",0
"Win a brand new Tesla! Enter our contest! No purchase necessary! Click here!",1
"I'm planning to take a few days off next month. I'll submit my leave request today.",0
"Your credit score increased! Pre-qualified for $200000 loan! No income verification!",1
"The team lunch is at noon tomorrow. Please let me know if you have dietary restrictions.",0
"Miracle weight loss tea! Burn fat while you sleep! Lose 20 pounds this week!",1
"Your package tracking number is 1Z999AA10123456784. Estimated delivery is Thursday.",0
"Free money making system! $25000 guaranteed in 30 days! No skills required!",1
"I've completed the training module. The certificate is attached for your records.",0
"Your Apple ID has been locked! Reset password now to regain access!",1
"The website redesign looks great! Nice work on the new layout.",0
"Get free government money! $100000 available! Everyone qualifies! Apply online!",1
"Your vehicle registration renewal is due. You can renew online or by mail.",0
"Earn $1000 daily on autopilot! Proven system! Risk-free guarantee! Join now!",1
"I've booked flights for the business trip. Departure is on the 15th at 8 AM.",0
"ALERT: Unusual activity on your credit card! Verify transactions immediately!",1
"Thanks for picking up the slack while I was on vacation. Really appreciate it!",0
"You're a winner! $50000 cash prize waiting! Claim within 48 hours!",1
"The new employee orientation is scheduled for Monday. All materials are ready.",0
"Shocking! Government secret to unlimited wealth! They don't want you to know!",1
"Your appointment has been confirmed. Please arrive 15 minutes early to complete paperwork.",0
"Get paid to test products! $500 per day! No experience needed! Sign up free!",1
"I've drafted the proposal for the new client. Please review and provide feedback.",0
"Your Facebook account will be deleted! Verify identity to prevent closure!",1
"The holiday party is on December 15th. Save the date!",0
"Free iPhone 14! Be the 1000th visitor! Claim your prize now! Limited time!",1
"Your job application is under review. We'll notify you of our decision soon.",0
"Miracle pill cures diabetes! Revolutionary breakthrough! Doctors shocked!",1
"I'll be attending the conference next week. Let me know if you need anything.",0
"Get rich with binary options! $100000 guaranteed! No trading experience needed!",1
"Thanks for the restaurant recommendation. We had a great dinner there!",0
"Your account has been hacked! Reset password urgently! Click here now!",1
"The project kickoff meeting is tomorrow at 10 AM. See you there!",0
"Free vacation to Hawaii! All-inclusive resort! You've been selected! Click now!",1
"I've submitted the report to the client. Awaiting their feedback.",0
"Make $10000 weekly! No selling! No recruiting! Automated income! Join today!",1
"Your electricity bill is available online. Payment is due by the 25th.",0
"URGENT: Package delivery failed! Update address immediately to receive!",1
"I've reserved the parking spot for your visit next Tuesday.",0
"Get abs in 3 days! No exercise required! Revolutionary ab machine!",1
"The training session was very helpful. I learned a lot of new techniques.",0
"You've won a shopping spree! $10000 to spend! Claim your prize today!",1
"Your warranty claim has been approved. The replacement part will arrive next week.",0
"Free money! Cash giveaway! $5000 instantly! No conditions! Click to receive!",1
"I've coordinated with the vendor. They'll deliver the equipment on Thursday.",0
"Your Instagram account will be suspended! Verify identity within 12 hours!",1
"The board meeting minutes have been distributed. Please review at your convenience.",0
"Breakthrough memory pill! Get genius IQ! Scientists baffled! Order now!",1
"Your voter registration has been confirmed. Your polling location is unchanged.",0
"Get paid $200 per survey! Work 5 minutes daily! Guaranteed income!",1
"I've updated the project timeline based on yesterday's discussion.",0
"Your Google account is compromised! Change password immediately to protect data!",1
"Thanks for the gift card! That was very generous of you.",0
"Win a luxury yacht! Enter free contest! No purchase necessary! Click here!",1
"The quarterly town hall is next Thursday. All employees are encouraged to attend.",0
"Earn money watching videos! $50 per hour! No limit! Sign up free today!",1
"Your blood test results are ready. Please call the office to schedule a follow-up.",0
"Free BMW! Be the lucky winner! Enter your details to claim your prize!",1
"I've finished the coding assignment. The repository has been updated.",0
"Miracle tonic cures everything! Ancient secret revealed! Big pharma hates this!",1
"Your hotel reservation is confirmed. Check-in is after 3 PM on arrival day.",0
"Get a free house! Government housing program! Everyone approved! Apply online!",1
"Thanks for attending the webinar. The recording is available on our website.",0
"Your Amazon order needs verification! Click link or order will be cancelled!",1
"I'll prepare the presentation slides for next week's client meeting.",0
"Make money online! $500 hourly! Work from home! No investment! Start now!",1
"The software update will be installed during tonight's maintenance window.",0
"Free college degree! Accredited university! No classes! Instant diploma!",1
"Your membership renewal was successful. Thank you for continuing with us.",0
"Hot singles near you! Meet tonight! 100% free! No credit card required!",1
"I've reviewed the contract terms. Everything looks good to me.",0
"Your PayPal payment failed! Update credit card information immediately!",1
"The product demo is scheduled for Friday afternoon. All stakeholders will attend.",0
"Earn passive income! $40000 monthly! No work required! Automated system!",1
"Thanks for the feedback on my presentation. I'll incorporate your suggestions.",0
"URGENT: Your refund is waiting! Claim $4500 now! Limited time only!",1
"Your dental cleaning appointment is next Monday at 2 PM. See you then!",0
"Revolutionary energy pill! Never sleep again! FDA approved! Buy today!",1
"I've completed the expense reconciliation. All receipts are attached.",0
"You've inherited money! $8 million estate! Contact lawyer immediately!",1
"The office supplies order has been placed. Delivery expected by Friday.",0
"Get paid to lose weight! Earn $100 per pound! Revolutionary program!",1
"Your performance review is scheduled for next Tuesday. Please prepare your self-assessment.",0
"Free PlayStation 5! Be the 50th caller! Claim your console now!",1
"I've shared the project folder with you. Let me know if you have trouble accessing it.",0
"Make money on TikTok! $20000 monthly! No followers needed! Secret method!",1
"Your textbook order is ready for pickup at the campus bookstore.",0
"Your Windows license has expired! Renew immediately to avoid data loss!",1
"The team building activity was fun! Thanks for organizing it.",0
"Earn $300 per hour! Click one button! Automated income! Join free!",1
"I've updated my availability in the shared calendar. Please check before scheduling.",0
"Your bank sent you $2500! Claim your bonus! Click link to deposit!",1
"The annual report has been published. It's available on the company website.",0
"Get six-pack abs in 1 week! No diet! No exercise! Miracle patch!",1
"Your request for time off has been approved. Enjoy your vacation!",0
"Free money from Bill Gates! Billionaire giving away fortune! Get yours now!",1
"I've sent you the Zoom link for tomorrow's interview. It starts at 11 AM.",0
"Your email storage is full! Upgrade immediately or lose all messages!",1
"Thanks for the recommendation. I got the job! Really appreciate your help.",0
"Make millions trading stocks! Secret algorithm! 99% win rate! Join today!",1
"Your jury duty summons is for February 5th. Please bring photo ID.",0
"Free Rolex watch! Luxury giveaway! Enter to win! No purchase necessary!",1
"I've proofread the document. Just a few minor typos that I've corrected.",0
"Your cell phone bill is overdue! Pay $500 now or service will be terminated!",1
"The client presentation went really well. They're impressed with our proposal.",0
"Get paid to travel! Earn $100000 annually! Free flights! Apply now!",1
"Your magazine subscription is expiring soon. Renew now to avoid missing issues.",0
"Miracle cure for baldness! Regrow full head of hair in 5 days!",1
"I've added you to the distribution list for the monthly newsletter.",0
"Your computer has 52 viruses! Download cleaner immediately! Free scan!",1
"Thanks for being flexible with the schedule change. I really appreciate it.",0
"Win $1 million! National sweepstakes! You're a finalist! Enter now!",1
"Your resume has been received. We'll contact you if your qualifications match.",0
"Get rich with forex! Turn $50 into $50000! Guaranteed profits! Join now!",1
"I've booked the venue for the team offsite. All arrangements are confirmed.",0
"ALERT: Your identity was stolen! Protect yourself now! Click for free report!",1
"The parking pass for next month is ready. Please pick it up from reception.",0
"Earn money playing games! $1000 daily! No skills needed! Sign up free!",1
"Your car's extended warranty has been approved. Coverage starts next month.",0
"Free iPad Air! Winner selected! Claim your tablet now! Limited time!",1
"I've scheduled our one-on-one for next Thursday. Let me know if you need to reschedule.",0
"Make money sleeping! Earn $5000 monthly! No work! Automated system!",1
"Your utility bill payment has been processed. Thank you for your prompt payment.",0
"You won the jackpot! $5 million waiting! Claim immediately! Don't delay!",1
"The staff meeting notes are posted on the intranet. Please review when you can.",0
"Revolutionary skin cream! Erase wrinkles instantly! Look 20 years younger!",1
"Your dental insurance claim has been processed. The reimbursement is being mailed.",0
"Get paid to shop! Earn $400 daily! Mystery shopper needed! Apply today!",1
"I've completed the onboarding process. Looking forward to starting next week!",0
"Your Netflix was suspended! Update billing info immediately! Click here!",1
"Thanks for joining the video call. I'll send out the notes shortly.",0
"Free cryptocurrency! Bitcoin giveaway! Limited time! Claim your coins now!",1
"The printer issue has been resolved. Everything is working normally again.",0
"Make money with your smartphone! $800 weekly! Easy work! Join free!",1
"Your book is available for pickup at the library. It's reserved under your name.",0
"URGENT: IRS owes you money! $6000 refund! Claim within 24 hours!",1
"I've reviewed the budget proposal. The numbers look reasonable to me.",0
"Get huge muscles fast! Steroids not needed! Legal supplement! Order now!",1
"Your flight has been delayed by 2 hours. New departure time is 5:30 PM.",0
"You're pre-approved! $300000 mortgage! No down payment! Bad credit OK!",1
"The project milestone has been completed ahead of schedule. Great work team!",0
"Free Smart TV! 75 inch! You've won! Click to claim your prize today!",1
"I've sent the signed contract back. Let me know when you receive it.",0
"Earn $50000 monthly! Post on social media! No experience! Start today!",1
"Your parking ticket payment has been received. No further action required.",0
"Win a private island! Luxury giveaway! Enter free! No strings attached!",1
"Thanks for being a great colleague. I really enjoy working with you.",0
"Your credit card was charged $2000! Dispute now! Click to reverse!",1
"The team lunch reservation is at the Italian restaurant at noon tomorrow.",0
"Make money breathing! Revolutionary system! Earn $100 per breath! Join now!",1
"Your application for the graduate program is complete. Decisions will be sent in April.",0
"Free Lamborghini! Winner announcement! You won! Claim your car now!",1
"I've submitted the leave request for next month. Awaiting approval.",0
"Get paid watching TV! $600 daily! Easy money! No experience needed!",1
"Your voter information guide will be mailed next week. Election is on November 5th.",0
"Shocking! Turn water into gold! Alchemist secret revealed! Buy kit now!",1
"The facility tour is scheduled for next Wednesday at 9 AM. Please arrive on time.",0
"Your Facebook was hacked! Secure account now! Click here immediately!",1
"I've updated the contact list with everyone's information. It's in the shared folder.",0
"Free luxury vacation! 5-star resort! All expenses paid! You won! Click!",1
"Your course registration for next semester is now open. Enrollment closes on Friday.",0
"Earn money doing nothing! $5000 weekly! Automated income! Join free today!",1
"Thanks for covering the meeting. Here's a quick summary of what was discussed.",0
"Your Amazon Prime expired! Renew now or lose benefits! Click here!",1
"The summer internship applications are now being accepted. Deadline is March 1st.",0
"Get rich overnight! Secret formula! Guaranteed millions! Limited spots available!",1
"Your prescription refill is ready. You can pick it up anytime during business hours.",0
"Win a trip to Mars! SpaceX giveaway! Free ticket! Enter contest now!",1
"I've finished the code review. Overall it looks good, just a few minor comments.",0
"Make money online! $10000 daily! No work! Click one button! Start now!",1
"Your tax documents are ready for download. Please sign in to your account to access them.",0
"Free diamond ring! 5 carat! You're the winner! Claim your prize today!",1
"Thanks for the mentorship session. Your advice was really valuable.",0
"Your bank account needs urgent attention! Verify details or account closes!",1
"The safety training is mandatory for all employees. Please complete it by month end.",0
"Revolutionary diet pill! Eat anything! Lose 40 pounds! No side effects!",1
"Your student loan payment has been received. Thank you for your payment.",0
"Get paid to breathe! $1 million guaranteed! Secret system! Join now!",1
"I've arranged for the equipment rental. Pickup is scheduled for Saturday morning.",0
"Your Apple account suspended! Reactivate immediately! Click link to verify!",1
"The farewell party for John is next Friday at 5 PM. Please bring a dish to share.",0
"Free mansion! Luxury home giveaway! You won! Claim your property now!",1
"Your annual physical exam is due. Please call to schedule an appointment.",0
